ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	78761	78761	78761	78761	78761	78761	78761
2	78762	78762	78762	78762	78762	78762	78762
3	78763	78763	78763	78763	78763	78763	78763
4	78764	78764	78764	78764	78764	78764	78764
5	78765	78765	78765	78765	78765	78765	78765
6	78766	78766	78766	78766	78766	78766	78766
7	78767	78767	78767	78767	78767	78767	78767
8	78768	78768	78768	78768	78768	78768	78768
9	78769	78769	78769	78769	78769	78769	78769
10	78770	78770	78770	78770	78770	78770	78770
11	78771	78771	78771	78771	78771	78771	78771
12	78772	78772	78772	78772	78772	78772	78772
13	78773	78773	78773	78773	78773	78773	78773
14	78774	78774	78774	78774	78774	78774	78774
15	78775	78775	78775	78775	78775	78775	78775
16	78776	78776	78776	78776	78776	78776	78776
17	78777	78777	78777	78777	78777	78777	78777
18	78778	78778	78778	78778	78778	78778	78778
19	78779	78779	78779	78779	78779	78779	78779
20	78780	78780	78780	78780	78780	78780	78780
