ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	192901	192901	192901	192901	192901	192901	192901
2	192902	192902	192902	192902	192902	192902	192902
3	192903	192903	192903	192903	192903	192903	192903
4	192904	192904	192904	192904	192904	192904	192904
5	192905	192905	192905	192905	192905	192905	192905
6	192906	192906	192906	192906	192906	192906	192906
7	192907	192907	192907	192907	192907	192907	192907
8	192908	192908	192908	192908	192908	192908	192908
9	192909	192909	192909	192909	192909	192909	192909
10	192910	192910	192910	192910	192910	192910	192910
11	192911	192911	192911	192911	192911	192911	192911
12	192912	192912	192912	192912	192912	192912	192912
13	192913	192913	192913	192913	192913	192913	192913
14	192914	192914	192914	192914	192914	192914	192914
15	192915	192915	192915	192915	192915	192915	192915
16	192916	192916	192916	192916	192916	192916	192916
17	192917	192917	192917	192917	192917	192917	192917
18	192918	192918	192918	192918	192918	192918	192918
19	192919	192919	192919	192919	192919	192919	192919
20	192920	192920	192920	192920	192920	192920	192920
