ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	97561	97561	97561	97561	97561	97561	97561
2	97562	97562	97562	97562	97562	97562	97562
3	97563	97563	97563	97563	97563	97563	97563
4	97564	97564	97564	97564	97564	97564	97564
5	97565	97565	97565	97565	97565	97565	97565
6	97566	97566	97566	97566	97566	97566	97566
7	97567	97567	97567	97567	97567	97567	97567
8	97568	97568	97568	97568	97568	97568	97568
9	97569	97569	97569	97569	97569	97569	97569
10	97570	97570	97570	97570	97570	97570	97570
11	97571	97571	97571	97571	97571	97571	97571
12	97572	97572	97572	97572	97572	97572	97572
13	97573	97573	97573	97573	97573	97573	97573
14	97574	97574	97574	97574	97574	97574	97574
15	97575	97575	97575	97575	97575	97575	97575
16	97576	97576	97576	97576	97576	97576	97576
17	97577	97577	97577	97577	97577	97577	97577
18	97578	97578	97578	97578	97578	97578	97578
19	97579	97579	97579	97579	97579	97579	97579
20	97580	97580	97580	97580	97580	97580	97580
