ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	124661	124661	124661	124661	124661	124661	124661
2	124662	124662	124662	124662	124662	124662	124662
3	124663	124663	124663	124663	124663	124663	124663
4	124664	124664	124664	124664	124664	124664	124664
5	124665	124665	124665	124665	124665	124665	124665
6	124666	124666	124666	124666	124666	124666	124666
7	124667	124667	124667	124667	124667	124667	124667
8	124668	124668	124668	124668	124668	124668	124668
9	124669	124669	124669	124669	124669	124669	124669
10	124670	124670	124670	124670	124670	124670	124670
11	124671	124671	124671	124671	124671	124671	124671
12	124672	124672	124672	124672	124672	124672	124672
13	124673	124673	124673	124673	124673	124673	124673
14	124674	124674	124674	124674	124674	124674	124674
15	124675	124675	124675	124675	124675	124675	124675
16	124676	124676	124676	124676	124676	124676	124676
17	124677	124677	124677	124677	124677	124677	124677
18	124678	124678	124678	124678	124678	124678	124678
19	124679	124679	124679	124679	124679	124679	124679
20	124680	124680	124680	124680	124680	124680	124680
