ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	161861	161861	161861	161861	161861	161861	161861
2	161862	161862	161862	161862	161862	161862	161862
3	161863	161863	161863	161863	161863	161863	161863
4	161864	161864	161864	161864	161864	161864	161864
5	161865	161865	161865	161865	161865	161865	161865
6	161866	161866	161866	161866	161866	161866	161866
7	161867	161867	161867	161867	161867	161867	161867
8	161868	161868	161868	161868	161868	161868	161868
9	161869	161869	161869	161869	161869	161869	161869
10	161870	161870	161870	161870	161870	161870	161870
11	161871	161871	161871	161871	161871	161871	161871
12	161872	161872	161872	161872	161872	161872	161872
13	161873	161873	161873	161873	161873	161873	161873
14	161874	161874	161874	161874	161874	161874	161874
15	161875	161875	161875	161875	161875	161875	161875
16	161876	161876	161876	161876	161876	161876	161876
17	161877	161877	161877	161877	161877	161877	161877
18	161878	161878	161878	161878	161878	161878	161878
19	161879	161879	161879	161879	161879	161879	161879
20	161880	161880	161880	161880	161880	161880	161880
