ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	6721	6721	6721	6721	6721	6721	6721
2	6722	6722	6722	6722	6722	6722	6722
3	6723	6723	6723	6723	6723	6723	6723
4	6724	6724	6724	6724	6724	6724	6724
5	6725	6725	6725	6725	6725	6725	6725
6	6726	6726	6726	6726	6726	6726	6726
7	6727	6727	6727	6727	6727	6727	6727
8	6728	6728	6728	6728	6728	6728	6728
9	6729	6729	6729	6729	6729	6729	6729
10	6730	6730	6730	6730	6730	6730	6730
11	6731	6731	6731	6731	6731	6731	6731
12	6732	6732	6732	6732	6732	6732	6732
13	6733	6733	6733	6733	6733	6733	6733
14	6734	6734	6734	6734	6734	6734	6734
15	6735	6735	6735	6735	6735	6735	6735
16	6736	6736	6736	6736	6736	6736	6736
17	6737	6737	6737	6737	6737	6737	6737
18	6738	6738	6738	6738	6738	6738	6738
19	6739	6739	6739	6739	6739	6739	6739
20	6740	6740	6740	6740	6740	6740	6740
