ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	98021	98021	98021	98021	98021	98021	98021
2	98022	98022	98022	98022	98022	98022	98022
3	98023	98023	98023	98023	98023	98023	98023
4	98024	98024	98024	98024	98024	98024	98024
5	98025	98025	98025	98025	98025	98025	98025
6	98026	98026	98026	98026	98026	98026	98026
7	98027	98027	98027	98027	98027	98027	98027
8	98028	98028	98028	98028	98028	98028	98028
9	98029	98029	98029	98029	98029	98029	98029
10	98030	98030	98030	98030	98030	98030	98030
11	98031	98031	98031	98031	98031	98031	98031
12	98032	98032	98032	98032	98032	98032	98032
13	98033	98033	98033	98033	98033	98033	98033
14	98034	98034	98034	98034	98034	98034	98034
15	98035	98035	98035	98035	98035	98035	98035
16	98036	98036	98036	98036	98036	98036	98036
17	98037	98037	98037	98037	98037	98037	98037
18	98038	98038	98038	98038	98038	98038	98038
19	98039	98039	98039	98039	98039	98039	98039
20	98040	98040	98040	98040	98040	98040	98040
