ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	159661	159661	159661	159661	159661	159661	159661
2	159662	159662	159662	159662	159662	159662	159662
3	159663	159663	159663	159663	159663	159663	159663
4	159664	159664	159664	159664	159664	159664	159664
5	159665	159665	159665	159665	159665	159665	159665
6	159666	159666	159666	159666	159666	159666	159666
7	159667	159667	159667	159667	159667	159667	159667
8	159668	159668	159668	159668	159668	159668	159668
9	159669	159669	159669	159669	159669	159669	159669
10	159670	159670	159670	159670	159670	159670	159670
11	159671	159671	159671	159671	159671	159671	159671
12	159672	159672	159672	159672	159672	159672	159672
13	159673	159673	159673	159673	159673	159673	159673
14	159674	159674	159674	159674	159674	159674	159674
15	159675	159675	159675	159675	159675	159675	159675
16	159676	159676	159676	159676	159676	159676	159676
17	159677	159677	159677	159677	159677	159677	159677
18	159678	159678	159678	159678	159678	159678	159678
19	159679	159679	159679	159679	159679	159679	159679
20	159680	159680	159680	159680	159680	159680	159680
