ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	59441	59441	59441	59441	59441	59441	59441
2	59442	59442	59442	59442	59442	59442	59442
3	59443	59443	59443	59443	59443	59443	59443
4	59444	59444	59444	59444	59444	59444	59444
5	59445	59445	59445	59445	59445	59445	59445
6	59446	59446	59446	59446	59446	59446	59446
7	59447	59447	59447	59447	59447	59447	59447
8	59448	59448	59448	59448	59448	59448	59448
9	59449	59449	59449	59449	59449	59449	59449
10	59450	59450	59450	59450	59450	59450	59450
11	59451	59451	59451	59451	59451	59451	59451
12	59452	59452	59452	59452	59452	59452	59452
13	59453	59453	59453	59453	59453	59453	59453
14	59454	59454	59454	59454	59454	59454	59454
15	59455	59455	59455	59455	59455	59455	59455
16	59456	59456	59456	59456	59456	59456	59456
17	59457	59457	59457	59457	59457	59457	59457
18	59458	59458	59458	59458	59458	59458	59458
19	59459	59459	59459	59459	59459	59459	59459
20	59460	59460	59460	59460	59460	59460	59460
