ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	40601	40601	40601	40601	40601	40601	40601
2	40602	40602	40602	40602	40602	40602	40602
3	40603	40603	40603	40603	40603	40603	40603
4	40604	40604	40604	40604	40604	40604	40604
5	40605	40605	40605	40605	40605	40605	40605
6	40606	40606	40606	40606	40606	40606	40606
7	40607	40607	40607	40607	40607	40607	40607
8	40608	40608	40608	40608	40608	40608	40608
9	40609	40609	40609	40609	40609	40609	40609
10	40610	40610	40610	40610	40610	40610	40610
11	40611	40611	40611	40611	40611	40611	40611
12	40612	40612	40612	40612	40612	40612	40612
13	40613	40613	40613	40613	40613	40613	40613
14	40614	40614	40614	40614	40614	40614	40614
15	40615	40615	40615	40615	40615	40615	40615
16	40616	40616	40616	40616	40616	40616	40616
17	40617	40617	40617	40617	40617	40617	40617
18	40618	40618	40618	40618	40618	40618	40618
19	40619	40619	40619	40619	40619	40619	40619
20	40620	40620	40620	40620	40620	40620	40620
