ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	156581	156581	156581	156581	156581	156581	156581
2	156582	156582	156582	156582	156582	156582	156582
3	156583	156583	156583	156583	156583	156583	156583
4	156584	156584	156584	156584	156584	156584	156584
5	156585	156585	156585	156585	156585	156585	156585
6	156586	156586	156586	156586	156586	156586	156586
7	156587	156587	156587	156587	156587	156587	156587
8	156588	156588	156588	156588	156588	156588	156588
9	156589	156589	156589	156589	156589	156589	156589
10	156590	156590	156590	156590	156590	156590	156590
11	156591	156591	156591	156591	156591	156591	156591
12	156592	156592	156592	156592	156592	156592	156592
13	156593	156593	156593	156593	156593	156593	156593
14	156594	156594	156594	156594	156594	156594	156594
15	156595	156595	156595	156595	156595	156595	156595
16	156596	156596	156596	156596	156596	156596	156596
17	156597	156597	156597	156597	156597	156597	156597
18	156598	156598	156598	156598	156598	156598	156598
19	156599	156599	156599	156599	156599	156599	156599
20	156600	156600	156600	156600	156600	156600	156600
