ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	117661	117661	117661	117661	117661	117661	117661
2	117662	117662	117662	117662	117662	117662	117662
3	117663	117663	117663	117663	117663	117663	117663
4	117664	117664	117664	117664	117664	117664	117664
5	117665	117665	117665	117665	117665	117665	117665
6	117666	117666	117666	117666	117666	117666	117666
7	117667	117667	117667	117667	117667	117667	117667
8	117668	117668	117668	117668	117668	117668	117668
9	117669	117669	117669	117669	117669	117669	117669
10	117670	117670	117670	117670	117670	117670	117670
11	117671	117671	117671	117671	117671	117671	117671
12	117672	117672	117672	117672	117672	117672	117672
13	117673	117673	117673	117673	117673	117673	117673
14	117674	117674	117674	117674	117674	117674	117674
15	117675	117675	117675	117675	117675	117675	117675
16	117676	117676	117676	117676	117676	117676	117676
17	117677	117677	117677	117677	117677	117677	117677
18	117678	117678	117678	117678	117678	117678	117678
19	117679	117679	117679	117679	117679	117679	117679
20	117680	117680	117680	117680	117680	117680	117680
