ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	142801	142801	142801	142801	142801	142801	142801
2	142802	142802	142802	142802	142802	142802	142802
3	142803	142803	142803	142803	142803	142803	142803
4	142804	142804	142804	142804	142804	142804	142804
5	142805	142805	142805	142805	142805	142805	142805
6	142806	142806	142806	142806	142806	142806	142806
7	142807	142807	142807	142807	142807	142807	142807
8	142808	142808	142808	142808	142808	142808	142808
9	142809	142809	142809	142809	142809	142809	142809
10	142810	142810	142810	142810	142810	142810	142810
11	142811	142811	142811	142811	142811	142811	142811
12	142812	142812	142812	142812	142812	142812	142812
13	142813	142813	142813	142813	142813	142813	142813
14	142814	142814	142814	142814	142814	142814	142814
15	142815	142815	142815	142815	142815	142815	142815
16	142816	142816	142816	142816	142816	142816	142816
17	142817	142817	142817	142817	142817	142817	142817
18	142818	142818	142818	142818	142818	142818	142818
19	142819	142819	142819	142819	142819	142819	142819
20	142820	142820	142820	142820	142820	142820	142820
