ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	188301	188301	188301	188301	188301	188301	188301
2	188302	188302	188302	188302	188302	188302	188302
3	188303	188303	188303	188303	188303	188303	188303
4	188304	188304	188304	188304	188304	188304	188304
5	188305	188305	188305	188305	188305	188305	188305
6	188306	188306	188306	188306	188306	188306	188306
7	188307	188307	188307	188307	188307	188307	188307
8	188308	188308	188308	188308	188308	188308	188308
9	188309	188309	188309	188309	188309	188309	188309
10	188310	188310	188310	188310	188310	188310	188310
11	188311	188311	188311	188311	188311	188311	188311
12	188312	188312	188312	188312	188312	188312	188312
13	188313	188313	188313	188313	188313	188313	188313
14	188314	188314	188314	188314	188314	188314	188314
15	188315	188315	188315	188315	188315	188315	188315
16	188316	188316	188316	188316	188316	188316	188316
17	188317	188317	188317	188317	188317	188317	188317
18	188318	188318	188318	188318	188318	188318	188318
19	188319	188319	188319	188319	188319	188319	188319
20	188320	188320	188320	188320	188320	188320	188320
