ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	7821	7821	7821	7821	7821	7821	7821
2	7822	7822	7822	7822	7822	7822	7822
3	7823	7823	7823	7823	7823	7823	7823
4	7824	7824	7824	7824	7824	7824	7824
5	7825	7825	7825	7825	7825	7825	7825
6	7826	7826	7826	7826	7826	7826	7826
7	7827	7827	7827	7827	7827	7827	7827
8	7828	7828	7828	7828	7828	7828	7828
9	7829	7829	7829	7829	7829	7829	7829
10	7830	7830	7830	7830	7830	7830	7830
11	7831	7831	7831	7831	7831	7831	7831
12	7832	7832	7832	7832	7832	7832	7832
13	7833	7833	7833	7833	7833	7833	7833
14	7834	7834	7834	7834	7834	7834	7834
15	7835	7835	7835	7835	7835	7835	7835
16	7836	7836	7836	7836	7836	7836	7836
17	7837	7837	7837	7837	7837	7837	7837
18	7838	7838	7838	7838	7838	7838	7838
19	7839	7839	7839	7839	7839	7839	7839
20	7840	7840	7840	7840	7840	7840	7840
