ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	178301	178301	178301	178301	178301	178301	178301
2	178302	178302	178302	178302	178302	178302	178302
3	178303	178303	178303	178303	178303	178303	178303
4	178304	178304	178304	178304	178304	178304	178304
5	178305	178305	178305	178305	178305	178305	178305
6	178306	178306	178306	178306	178306	178306	178306
7	178307	178307	178307	178307	178307	178307	178307
8	178308	178308	178308	178308	178308	178308	178308
9	178309	178309	178309	178309	178309	178309	178309
10	178310	178310	178310	178310	178310	178310	178310
11	178311	178311	178311	178311	178311	178311	178311
12	178312	178312	178312	178312	178312	178312	178312
13	178313	178313	178313	178313	178313	178313	178313
14	178314	178314	178314	178314	178314	178314	178314
15	178315	178315	178315	178315	178315	178315	178315
16	178316	178316	178316	178316	178316	178316	178316
17	178317	178317	178317	178317	178317	178317	178317
18	178318	178318	178318	178318	178318	178318	178318
19	178319	178319	178319	178319	178319	178319	178319
20	178320	178320	178320	178320	178320	178320	178320
