ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	143281	143281	143281	143281	143281	143281	143281
2	143282	143282	143282	143282	143282	143282	143282
3	143283	143283	143283	143283	143283	143283	143283
4	143284	143284	143284	143284	143284	143284	143284
5	143285	143285	143285	143285	143285	143285	143285
6	143286	143286	143286	143286	143286	143286	143286
7	143287	143287	143287	143287	143287	143287	143287
8	143288	143288	143288	143288	143288	143288	143288
9	143289	143289	143289	143289	143289	143289	143289
10	143290	143290	143290	143290	143290	143290	143290
11	143291	143291	143291	143291	143291	143291	143291
12	143292	143292	143292	143292	143292	143292	143292
13	143293	143293	143293	143293	143293	143293	143293
14	143294	143294	143294	143294	143294	143294	143294
15	143295	143295	143295	143295	143295	143295	143295
16	143296	143296	143296	143296	143296	143296	143296
17	143297	143297	143297	143297	143297	143297	143297
18	143298	143298	143298	143298	143298	143298	143298
19	143299	143299	143299	143299	143299	143299	143299
20	143300	143300	143300	143300	143300	143300	143300
