ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	8921	8921	8921	8921	8921	8921	8921
2	8922	8922	8922	8922	8922	8922	8922
3	8923	8923	8923	8923	8923	8923	8923
4	8924	8924	8924	8924	8924	8924	8924
5	8925	8925	8925	8925	8925	8925	8925
6	8926	8926	8926	8926	8926	8926	8926
7	8927	8927	8927	8927	8927	8927	8927
8	8928	8928	8928	8928	8928	8928	8928
9	8929	8929	8929	8929	8929	8929	8929
10	8930	8930	8930	8930	8930	8930	8930
11	8931	8931	8931	8931	8931	8931	8931
12	8932	8932	8932	8932	8932	8932	8932
13	8933	8933	8933	8933	8933	8933	8933
14	8934	8934	8934	8934	8934	8934	8934
15	8935	8935	8935	8935	8935	8935	8935
16	8936	8936	8936	8936	8936	8936	8936
17	8937	8937	8937	8937	8937	8937	8937
18	8938	8938	8938	8938	8938	8938	8938
19	8939	8939	8939	8939	8939	8939	8939
20	8940	8940	8940	8940	8940	8940	8940
