ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	105201	105201	105201	105201	105201	105201	105201
2	105202	105202	105202	105202	105202	105202	105202
3	105203	105203	105203	105203	105203	105203	105203
4	105204	105204	105204	105204	105204	105204	105204
5	105205	105205	105205	105205	105205	105205	105205
6	105206	105206	105206	105206	105206	105206	105206
7	105207	105207	105207	105207	105207	105207	105207
8	105208	105208	105208	105208	105208	105208	105208
9	105209	105209	105209	105209	105209	105209	105209
10	105210	105210	105210	105210	105210	105210	105210
11	105211	105211	105211	105211	105211	105211	105211
12	105212	105212	105212	105212	105212	105212	105212
13	105213	105213	105213	105213	105213	105213	105213
14	105214	105214	105214	105214	105214	105214	105214
15	105215	105215	105215	105215	105215	105215	105215
16	105216	105216	105216	105216	105216	105216	105216
17	105217	105217	105217	105217	105217	105217	105217
18	105218	105218	105218	105218	105218	105218	105218
19	105219	105219	105219	105219	105219	105219	105219
20	105220	105220	105220	105220	105220	105220	105220
