ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	101001	101001	101001	101001	101001	101001	101001
2	101002	101002	101002	101002	101002	101002	101002
3	101003	101003	101003	101003	101003	101003	101003
4	101004	101004	101004	101004	101004	101004	101004
5	101005	101005	101005	101005	101005	101005	101005
6	101006	101006	101006	101006	101006	101006	101006
7	101007	101007	101007	101007	101007	101007	101007
8	101008	101008	101008	101008	101008	101008	101008
9	101009	101009	101009	101009	101009	101009	101009
10	101010	101010	101010	101010	101010	101010	101010
11	101011	101011	101011	101011	101011	101011	101011
12	101012	101012	101012	101012	101012	101012	101012
13	101013	101013	101013	101013	101013	101013	101013
14	101014	101014	101014	101014	101014	101014	101014
15	101015	101015	101015	101015	101015	101015	101015
16	101016	101016	101016	101016	101016	101016	101016
17	101017	101017	101017	101017	101017	101017	101017
18	101018	101018	101018	101018	101018	101018	101018
19	101019	101019	101019	101019	101019	101019	101019
20	101020	101020	101020	101020	101020	101020	101020
