ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	36741	36741	36741	36741	36741	36741	36741
2	36742	36742	36742	36742	36742	36742	36742
3	36743	36743	36743	36743	36743	36743	36743
4	36744	36744	36744	36744	36744	36744	36744
5	36745	36745	36745	36745	36745	36745	36745
6	36746	36746	36746	36746	36746	36746	36746
7	36747	36747	36747	36747	36747	36747	36747
8	36748	36748	36748	36748	36748	36748	36748
9	36749	36749	36749	36749	36749	36749	36749
10	36750	36750	36750	36750	36750	36750	36750
11	36751	36751	36751	36751	36751	36751	36751
12	36752	36752	36752	36752	36752	36752	36752
13	36753	36753	36753	36753	36753	36753	36753
14	36754	36754	36754	36754	36754	36754	36754
15	36755	36755	36755	36755	36755	36755	36755
16	36756	36756	36756	36756	36756	36756	36756
17	36757	36757	36757	36757	36757	36757	36757
18	36758	36758	36758	36758	36758	36758	36758
19	36759	36759	36759	36759	36759	36759	36759
20	36760	36760	36760	36760	36760	36760	36760
