ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	80581	80581	80581	80581	80581	80581	80581
2	80582	80582	80582	80582	80582	80582	80582
3	80583	80583	80583	80583	80583	80583	80583
4	80584	80584	80584	80584	80584	80584	80584
5	80585	80585	80585	80585	80585	80585	80585
6	80586	80586	80586	80586	80586	80586	80586
7	80587	80587	80587	80587	80587	80587	80587
8	80588	80588	80588	80588	80588	80588	80588
9	80589	80589	80589	80589	80589	80589	80589
10	80590	80590	80590	80590	80590	80590	80590
11	80591	80591	80591	80591	80591	80591	80591
12	80592	80592	80592	80592	80592	80592	80592
13	80593	80593	80593	80593	80593	80593	80593
14	80594	80594	80594	80594	80594	80594	80594
15	80595	80595	80595	80595	80595	80595	80595
16	80596	80596	80596	80596	80596	80596	80596
17	80597	80597	80597	80597	80597	80597	80597
18	80598	80598	80598	80598	80598	80598	80598
19	80599	80599	80599	80599	80599	80599	80599
20	80600	80600	80600	80600	80600	80600	80600
