ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	9403	9315	9253	9332	9284	9356	9441
2	9403	9315	9254	9333	9284	9356	9441
3	9404	9315	9255	9332	9285	9357	9441
4	9403	9316	9256	9333	9286	9358	9441
5	9404	9315	9255	9332	9286	9359	9441
6	9403	9316	9256	9332	9286	9358	9441
7	9403	9315	9254	9333	9284	9356	9441
8	9403	9316	9256	9332	9286	9358	9441
9	9403	9315	9257	9332	9287	9356	9442
10	9405	9317	9254	9332	9288	9356	9441
11	9404	9315	9255	9332	9285	9357	9441
12	9403	9316	9256	9332	9286	9358	9441
13	9403	9315	9254	9333	9284	9356	9441
14	9403	9315	9257	9332	9287	9356	9442
15	9405	9317	9254	9332	9288	9356	9441
16	9404	9315	9255	9332	9286	9359	9441
17	9403	9317	9254	9332	9284	9356	9441
18	9406	9317	9254	9332	9288	9356	9441
19	9403	9315	9257	9332	9287	9356	9442
20	9404	9315	9255	9332	9286	9359	9441
