ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	11761	11665	11670	11749	11710	11755	11855
2	11762	11666	11671	11750	11710	11756	11856
3	11763	11665	11672	11750	11710	11755	11855
4	11763	11665	11673	11750	11710	11755	11855
5	11761	11665	11670	11749	11710	11755	11855
6	11761	11667	11670	11749	11710	11755	11855
7	11761	11667	11670	11749	11710	11755	11855
8	11761	11665	11670	11749	11710	11755	11855
9	11762	11665	11671	11750	11710	11757	11856
10	11763	11665	11672	11750	11710	11755	11855
11	11764	11665	11670	11750	11711	11755	11856
12	11765	11668	11674	11749	11710	11755	11855
13	11762	11666	11671	11750	11710	11756	11856
14	11762	11665	11671	11750	11710	11757	11856
15	11765	11668	11674	11750	11710	11755	11855
16	11764	11665	11670	11750	11711	11755	11856
17	11762	11665	11671	11750	11710	11757	11856
18	11761	11665	11670	11749	11710	11755	11855
19	11761	11665	11670	11749	11710	11755	11855
20	11761	11665	11670	11749	11710	11755	11855
