ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	3170	3139	3185	3136	3100	3111	3172
2	3171	3139	3185	3136	3101	3111	3173
3	3170	3139	3185	3136	3100	3111	3172
4	3170	3140	3186	3136	3102	3111	3174
5	3172	3139	3187	3137	3101	3111	3174
6	3170	3139	3185	3136	3103	3111	3173
7	3170	3139	3185	3136	3100	3111	3172
8	3170	3139	3185	3136	3103	3111	3173
9	3170	3139	3185	3136	3100	3111	3172
10	3172	3139	3187	3137	3101	3111	3174
11	3170	3139	3185	3136	3101	3111	3172
12	3170	3140	3186	3136	3102	3111	3174
13	3170	3139	3185	3136	3101	3111	3172
14	3170	3139	3185	3136	3101	3111	3172
15	3172	3139	3187	3137	3101	3111	3174
16	3170	3139	3185	3136	3101	3111	3172
17	3170	3140	3186	3136	3102	3111	3174
18	3170	3139	3185	3136	3101	3111	3172
19	3170	3139	3185	3136	3100	3111	3172
20	3172	3139	3187	3137	3101	3111	3174
