ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	3402	3371	3404	3368	3311	3353	3397
2	3402	3372	3404	3369	3311	3353	3397
3	3402	3371	3404	3368	3311	3353	3397
4	3402	3371	3405	3370	3311	3353	3397
5	3402	3371	3404	3368	3311	3353	3397
6	3402	3373	3406	3371	3312	3354	3398
7	3402	3371	3405	3368	3311	3355	3397
8	3402	3371	3405	3368	3311	3353	3397
9	3403	3371	3407	3371	3312	3356	3397
10	3402	3372	3404	3369	3311	3353	3397
11	3403	3371	3407	3372	3312	3354	3397
12	3403	3371	3407	3371	3313	3354	3397
13	3403	3371	3407	3372	3312	3354	3397
14	3402	3371	3404	3369	3311	3353	3397
15	3402	3371	3404	3368	3311	3353	3397
16	3402	3373	3406	3371	3312	3354	3398
17	3402	3371	3404	3368	3311	3353	3397
18	3403	3371	3407	3371	3312	3354	3397
19	3402	3371	3405	3368	3311	3353	3397
20	3403	3371	3407	3371	3313	3354	3397
