ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	10892	10797	10765	10881	10824	10863	10956
2	10893	10797	10766	10882	10824	10863	10957
3	10892	10798	10767	10883	10825	10864	10958
4	10892	10797	10768	10883	10826	10863	10957
5	10893	10797	10766	10882	10824	10863	10957
6	10892	10797	10768	10883	10825	10863	10957
7	10892	10799	10769	10882	10824	10865	10957
8	10892	10797	10768	10883	10825	10863	10957
9	10892	10799	10769	10882	10824	10865	10957
10	10892	10797	10769	10882	10824	10865	10957
11	10892	10798	10767	10883	10825	10864	10958
12	10893	10797	10766	10882	10824	10863	10957
13	10892	10800	10768	10884	10824	10863	10957
14	10892	10797	10769	10882	10824	10865	10957
15	10892	10797	10765	10881	10824	10863	10956
16	10892	10798	10767	10883	10825	10864	10958
17	10892	10797	10768	10885	10825	10863	10957
18	10892	10797	10769	10882	10824	10865	10957
19	10894	10801	10770	10886	10827	10866	10959
20	10892	10797	10766	10882	10824	10867	10957
