ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	12946	12863	12903	12994	12916	12957	13071
2	12947	12863	12903	12994	12916	12957	13071
3	12947	12863	12903	12994	12916	12957	13071
4	12948	12863	12903	12995	12916	12957	13071
5	12949	12864	12903	12996	12916	12957	13071
6	12950	12864	12903	12997	12916	12957	13072
7	12950	12863	12903	12998	12916	12957	13072
8	12947	12863	12903	12994	12916	12957	13071
9	12950	12864	12903	12997	12916	12957	13072
10	12947	12863	12903	12994	12916	12957	13071
11	12950	12864	12903	12996	12916	12957	13072
12	12950	12865	12904	12995	12917	12958	13073
13	12950	12864	12903	12996	12916	12959	13072
14	12950	12864	12903	12996	12916	12957	13072
15	12950	12865	12904	12995	12917	12958	13073
16	12950	12863	12903	12995	12916	12957	13071
17	12950	12864	12903	12997	12916	12957	13072
18	12950	12863	12903	12998	12916	12957	13072
19	12950	12866	12903	12996	12916	12957	13072
20	12950	12863	12903	12995	12916	12957	13071
