ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	11516	11411	11424	11504	11471	11516	11609
2	11516	11411	11424	11505	11471	11516	11609
3	11516	11411	11424	11505	11471	11516	11609
4	11516	11411	11424	11505	11471	11517	11609
5	11516	11412	11424	11504	11471	11516	11609
6	11516	11413	11424	11506	11472	11516	11609
7	11516	11411	11424	11504	11471	11518	11609
8	11516	11412	11424	11504	11471	11516	11609
9	11516	11411	11424	11505	11471	11516	11609
10	11516	11412	11424	11504	11471	11516	11609
11	11516	11411	11424	11505	11471	11516	11609
12	11516	11411	11424	11504	11471	11518	11609
13	11516	11411	11424	11504	11471	11516	11609
14	11516	11411	11424	11505	11471	11517	11609
15	11516	11411	11424	11505	11471	11516	11609
16	11516	11411	11424	11505	11471	11516	11609
17	11516	11412	11424	11504	11471	11516	11609
18	11516	11411	11424	11504	11471	11518	11609
19	11516	11411	11424	11505	11471	11516	11609
20	11516	11411	11424	11505	11471	11517	11609
