ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	12317	12183	12241	12308	12260	12316	12424
2	12318	12183	12241	12309	12260	12317	12424
3	12319	12184	12241	12309	12261	12316	12425
4	12317	12183	12241	12308	12260	12316	12424
5	12319	12184	12241	12309	12262	12316	12424
6	12320	12183	12241	12310	12260	12316	12426
7	12317	12183	12241	12308	12260	12316	12424
8	12319	12184	12241	12309	12261	12316	12425
9	12317	12183	12241	12308	12260	12316	12424
10	12319	12184	12241	12309	12261	12316	12424
11	12321	12183	12241	12310	12263	12316	12424
12	12321	12183	12241	12310	12263	12316	12424
13	12320	12183	12241	12310	12260	12316	12426
14	12317	12183	12241	12308	12260	12316	12424
15	12318	12183	12241	12309	12260	12317	12424
16	12319	12184	12241	12309	12261	12316	12424
17	12319	12184	12241	12309	12261	12316	12424
18	12317	12183	12241	12308	12260	12316	12424
19	12318	12183	12241	12309	12260	12317	12424
20	12321	12183	12241	12310	12263	12316	12424
