ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	13475	13401	13437	13569	13463	13486	13599
2	13475	13401	13438	13569	13463	13486	13599
3	13476	13402	13438	13569	13463	13486	13599
4	13475	13402	13438	13569	13463	13486	13599
5	13476	13403	13438	13570	13464	13487	13600
6	13477	13403	13438	13570	13464	13487	13600
7	13476	13403	13438	13570	13464	13487	13600
8	13476	13403	13438	13570	13464	13487	13600
9	13476	13403	13438	13570	13464	13487	13600
10	13475	13401	13437	13569	13463	13486	13599
11	13478	13403	13438	13570	13464	13487	13600
12	13475	13401	13437	13569	13463	13486	13599
13	13476	13403	13438	13570	13464	13487	13600
14	13475	13401	13437	13569	13463	13486	13599
15	13477	13403	13438	13570	13464	13487	13600
16	13475	13401	13437	13569	13463	13486	13599
17	13476	13403	13438	13570	13464	13487	13600
18	13475	13401	13437	13569	13463	13486	13599
19	13479	13403	13438	13570	13465	13487	13601
20	13475	13401	13437	13569	13463	13486	13599
