ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	4628	4560	4582	4583	4535	4571	4632
2	4628	4561	4583	4584	4536	4571	4632
3	4628	4561	4584	4583	4536	4572	4632
4	4628	4562	4583	4584	4536	4571	4632
5	4628	4560	4582	4583	4535	4571	4632
6	4628	4560	4582	4583	4535	4571	4632
7	4628	4560	4582	4583	4535	4571	4632
8	4628	4561	4583	4584	4536	4571	4632
9	4628	4561	4585	4585	4536	4573	4632
10	4628	4561	4585	4585	4536	4573	4632
11	4628	4560	4582	4583	4535	4571	4632
12	4628	4560	4583	4583	4536	4572	4632
13	4628	4561	4584	4583	4536	4572	4632
14	4628	4560	4582	4583	4535	4571	4632
15	4628	4562	4583	4584	4536	4571	4632
16	4628	4560	4582	4583	4535	4571	4632
17	4628	4561	4585	4585	4536	4573	4632
18	4628	4562	4584	4583	4536	4572	4632
19	4628	4561	4585	4585	4536	4573	4632
20	4628	4561	4585	4585	4536	4573	4632
