ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	9596	9500	9439	9526	9474	9529	9630
2	9596	9500	9439	9527	9474	9529	9630
3	9596	9501	9439	9528	9475	9529	9630
4	9597	9501	9439	9527	9474	9529	9630
5	9596	9500	9439	9528	9474	9529	9630
6	9596	9500	9439	9527	9474	9529	9630
7	9596	9500	9439	9527	9474	9529	9630
8	9596	9500	9439	9527	9474	9529	9630
9	9596	9501	9439	9528	9475	9529	9630
10	9596	9500	9439	9527	9474	9529	9630
11	9596	9501	9439	9528	9475	9529	9630
12	9596	9500	9439	9528	9474	9529	9630
13	9596	9502	9439	9526	9474	9529	9630
14	9596	9500	9439	9527	9474	9529	9630
15	9596	9500	9439	9527	9474	9529	9630
16	9596	9500	9439	9527	9474	9529	9630
17	9596	9500	9439	9527	9474	9529	9630
18	9596	9501	9439	9528	9475	9529	9630
19	9596	9502	9439	9526	9474	9529	9630
20	9596	9502	9439	9526	9474	9529	9630
