ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	10558	10481	10464	10548	10500	10539	10634
2	10558	10481	10464	10548	10500	10539	10634
3	10558	10482	10464	10549	10500	10539	10634
4	10558	10483	10464	10549	10500	10539	10634
5	10558	10484	10464	10548	10500	10539	10634
6	10558	10484	10464	10548	10500	10539	10635
7	10559	10485	10465	10550	10500	10539	10636
8	10558	10484	10464	10548	10500	10539	10635
9	10558	10484	10464	10548	10500	10539	10634
10	10558	10484	10464	10548	10500	10539	10634
11	10558	10484	10464	10548	10500	10539	10635
12	10558	10484	10464	10548	10500	10539	10635
13	10558	10484	10464	10548	10500	10539	10634
14	10558	10484	10464	10548	10500	10539	10635
15	10558	10484	10464	10548	10500	10539	10635
16	10558	10484	10464	10548	10500	10539	10634
17	10558	10484	10464	10548	10500	10539	10635
18	10558	10481	10464	10548	10500	10539	10634
19	10558	10481	10464	10548	10500	10539	10634
20	10558	10482	10464	10549	10501	10539	10634
