ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	11206	11096	11096	11197	11138	11175	11289
2	11206	11096	11096	11198	11139	11176	11290
3	11207	11096	11097	11197	11140	11176	11291
4	11206	11096	11096	11198	11139	11176	11290
5	11207	11096	11097	11197	11141	11176	11292
6	11207	11096	11097	11197	11141	11176	11291
7	11206	11096	11098	11198	11138	11176	11289
8	11207	11096	11097	11197	11141	11176	11291
9	11207	11096	11097	11197	11141	11176	11292
10	11206	11096	11096	11198	11139	11176	11290
11	11206	11096	11096	11197	11138	11175	11289
12	11206	11096	11099	11198	11142	11176	11289
13	11206	11096	11096	11197	11138	11175	11289
14	11206	11096	11096	11199	11138	11175	11289
15	11206	11096	11098	11198	11138	11177	11289
16	11206	11096	11096	11197	11138	11175	11289
17	11207	11096	11097	11197	11141	11176	11291
18	11207	11096	11097	11197	11141	11176	11291
19	11206	11096	11098	11198	11138	11176	11289
20	11207	11096	11097	11198	11141	11176	11291
