ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	9251	9168	9102	9179	9123	9206	9287
2	9251	9169	9102	9179	9124	9206	9287
3	9251	9168	9102	9179	9123	9206	9287
4	9251	9169	9103	9179	9125	9207	9287
5	9252	9169	9102	9179	9126	9208	9287
6	9252	9169	9102	9179	9126	9209	9287
7	9251	9170	9102	9180	9127	9209	9287
8	9251	9170	9102	9179	9127	9209	9287
9	9251	9169	9103	9179	9125	9207	9287
10	9252	9169	9102	9179	9126	9209	9287
11	9251	9171	9102	9179	9124	9206	9287
12	9251	9169	9102	9179	9128	9206	9287
13	9251	9171	9102	9179	9124	9206	9287
14	9251	9171	9102	9179	9124	9206	9287
15	9251	9169	9102	9179	9128	9206	9287
16	9251	9169	9102	9179	9128	9206	9287
17	9251	9171	9102	9179	9124	9206	9287
18	9251	9169	9102	9179	9126	9209	9287
19	9251	9169	9102	9179	9128	9206	9287
20	9251	9168	9102	9179	9128	9206	9287
