ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	77301	77301	77301	77301	77301	77301	77301
2	77302	77302	77302	77302	77302	77302	77302
3	77303	77303	77303	77303	77303	77303	77303
4	77304	77304	77304	77304	77304	77304	77304
5	77305	77305	77305	77305	77305	77305	77305
6	77306	77306	77306	77306	77306	77306	77306
7	77307	77307	77307	77307	77307	77307	77307
8	77308	77308	77308	77308	77308	77308	77308
9	77309	77309	77309	77309	77309	77309	77309
10	77310	77310	77310	77310	77310	77310	77310
11	77311	77311	77311	77311	77311	77311	77311
12	77312	77312	77312	77312	77312	77312	77312
13	77313	77313	77313	77313	77313	77313	77313
14	77314	77314	77314	77314	77314	77314	77314
15	77315	77315	77315	77315	77315	77315	77315
16	77316	77316	77316	77316	77316	77316	77316
17	77317	77317	77317	77317	77317	77317	77317
18	77318	77318	77318	77318	77318	77318	77318
19	77319	77319	77319	77319	77319	77319	77319
20	77320	77320	77320	77320	77320	77320	77320
