ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	38581	38581	38581	38581	38581	38581	38581
2	38582	38582	38582	38582	38582	38582	38582
3	38583	38583	38583	38583	38583	38583	38583
4	38584	38584	38584	38584	38584	38584	38584
5	38585	38585	38585	38585	38585	38585	38585
6	38586	38586	38586	38586	38586	38586	38586
7	38587	38587	38587	38587	38587	38587	38587
8	38588	38588	38588	38588	38588	38588	38588
9	38589	38589	38589	38589	38589	38589	38589
10	38590	38590	38590	38590	38590	38590	38590
11	38591	38591	38591	38591	38591	38591	38591
12	38592	38592	38592	38592	38592	38592	38592
13	38593	38593	38593	38593	38593	38593	38593
14	38594	38594	38594	38594	38594	38594	38594
15	38595	38595	38595	38595	38595	38595	38595
16	38596	38596	38596	38596	38596	38596	38596
17	38597	38597	38597	38597	38597	38597	38597
18	38598	38598	38598	38598	38598	38598	38598
19	38599	38599	38599	38599	38599	38599	38599
20	38600	38600	38600	38600	38600	38600	38600
