ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	48981	48981	48981	48981	48981	48981	48981
2	48982	48982	48982	48982	48982	48982	48982
3	48983	48983	48983	48983	48983	48983	48983
4	48984	48984	48984	48984	48984	48984	48984
5	48985	48985	48985	48985	48985	48985	48985
6	48986	48986	48986	48986	48986	48986	48986
7	48987	48987	48987	48987	48987	48987	48987
8	48988	48988	48988	48988	48988	48988	48988
9	48989	48989	48989	48989	48989	48989	48989
10	48990	48990	48990	48990	48990	48990	48990
11	48991	48991	48991	48991	48991	48991	48991
12	48992	48992	48992	48992	48992	48992	48992
13	48993	48993	48993	48993	48993	48993	48993
14	48994	48994	48994	48994	48994	48994	48994
15	48995	48995	48995	48995	48995	48995	48995
16	48996	48996	48996	48996	48996	48996	48996
17	48997	48997	48997	48997	48997	48997	48997
18	48998	48998	48998	48998	48998	48998	48998
19	48999	48999	48999	48999	48999	48999	48999
20	49000	49000	49000	49000	49000	49000	49000
