ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	51761	51761	51761	51761	51761	51761	51761
2	51762	51762	51762	51762	51762	51762	51762
3	51763	51763	51763	51763	51763	51763	51763
4	51764	51764	51764	51764	51764	51764	51764
5	51765	51765	51765	51765	51765	51765	51765
6	51766	51766	51766	51766	51766	51766	51766
7	51767	51767	51767	51767	51767	51767	51767
8	51768	51768	51768	51768	51768	51768	51768
9	51769	51769	51769	51769	51769	51769	51769
10	51770	51770	51770	51770	51770	51770	51770
11	51771	51771	51771	51771	51771	51771	51771
12	51772	51772	51772	51772	51772	51772	51772
13	51773	51773	51773	51773	51773	51773	51773
14	51774	51774	51774	51774	51774	51774	51774
15	51775	51775	51775	51775	51775	51775	51775
16	51776	51776	51776	51776	51776	51776	51776
17	51777	51777	51777	51777	51777	51777	51777
18	51778	51778	51778	51778	51778	51778	51778
19	51779	51779	51779	51779	51779	51779	51779
20	51780	51780	51780	51780	51780	51780	51780
