ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	81961	81961	81961	81961	81961	81961	81961
2	81962	81962	81962	81962	81962	81962	81962
3	81963	81963	81963	81963	81963	81963	81963
4	81964	81964	81964	81964	81964	81964	81964
5	81965	81965	81965	81965	81965	81965	81965
6	81966	81966	81966	81966	81966	81966	81966
7	81967	81967	81967	81967	81967	81967	81967
8	81968	81968	81968	81968	81968	81968	81968
9	81969	81969	81969	81969	81969	81969	81969
10	81970	81970	81970	81970	81970	81970	81970
11	81971	81971	81971	81971	81971	81971	81971
12	81972	81972	81972	81972	81972	81972	81972
13	81973	81973	81973	81973	81973	81973	81973
14	81974	81974	81974	81974	81974	81974	81974
15	81975	81975	81975	81975	81975	81975	81975
16	81976	81976	81976	81976	81976	81976	81976
17	81977	81977	81977	81977	81977	81977	81977
18	81978	81978	81978	81978	81978	81978	81978
19	81979	81979	81979	81979	81979	81979	81979
20	81980	81980	81980	81980	81980	81980	81980
