ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	12833	12962	12735	12780	12854	12788	12858
2	12833	12962	12735	12780	12854	12788	12858
3	12833	12962	12735	12780	12854	12788	12858
4	12833	12962	12735	12781	12854	12788	12858
5	12833	12962	12735	12781	12854	12788	12858
6	12833	12962	12735	12781	12854	12788	12858
7	12833	12962	12735	12780	12855	12789	12859
8	12833	12962	12735	12780	12854	12788	12859
9	12833	12962	12735	12780	12855	12789	12859
10	12833	12962	12735	12780	12854	12788	12858
11	12833	12962	12735	12780	12854	12788	12858
12	12833	12962	12735	12780	12854	12788	12858
13	12833	12962	12735	12780	12854	12788	12858
14	12833	12962	12735	12781	12854	12788	12858
15	12833	12962	12735	12780	12854	12788	12858
16	12833	12962	12736	12780	12854	12788	12859
17	12833	12963	12735	12780	12856	12788	12858
18	12833	12962	12735	12780	12855	12789	12859
19	12833	12962	12735	12780	12854	12788	12858
20	12833	12962	12735	12780	12854	12788	12858
