ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	12859	12996	12763	12812	12891	12822	12889
2	12859	12996	12764	12813	12891	12823	12890
3	12860	12996	12764	12812	12891	12823	12890
4	12859	12997	12763	12814	12891	12824	12891
5	12859	12996	12764	12813	12891	12823	12890
6	12861	12996	12764	12812	12892	12825	12892
7	12859	12997	12763	12815	12891	12824	12893
8	12859	12997	12763	12815	12891	12824	12893
9	12861	12998	12764	12812	12892	12825	12894
10	12859	12997	12763	12815	12891	12824	12893
11	12861	12996	12764	12812	12891	12823	12890
12	12861	12996	12764	12812	12892	12825	12894
13	12862	12996	12764	12812	12891	12823	12890
14	12861	12998	12764	12812	12892	12825	12894
15	12859	12997	12763	12815	12891	12824	12893
16	12859	12996	12764	12813	12891	12823	12890
17	12862	12996	12764	12812	12891	12823	12890
18	12859	12997	12764	12813	12891	12823	12890
19	12859	12999	12765	12813	12891	12823	12890
20	12861	12998	12764	12812	12892	12825	12894
