ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	26792	26979	26667	26543	26771	26796	26697
2	26792	26979	26667	26544	26772	26796	26697
3	26792	26979	26667	26543	26772	26796	26697
4	26792	26979	26667	26543	26771	26796	26697
5	26792	26980	26668	26543	26773	26796	26697
6	26792	26979	26667	26543	26771	26796	26698
7	26792	26979	26667	26543	26772	26796	26697
8	26792	26979	26667	26543	26774	26796	26697
9	26792	26979	26669	26543	26773	26796	26697
10	26792	26981	26670	26543	26772	26797	26697
11	26792	26979	26667	26543	26774	26796	26697
12	26792	26979	26667	26544	26772	26796	26697
13	26792	26980	26668	26543	26773	26796	26697
14	26792	26981	26670	26543	26772	26797	26697
15	26792	26981	26670	26543	26772	26796	26697
16	26792	26981	26670	26543	26772	26796	26697
17	26792	26979	26667	26544	26772	26796	26697
18	26792	26979	26667	26543	26774	26796	26697
19	26792	26979	26667	26543	26771	26796	26697
20	26792	26979	26667	26543	26772	26796	26697
