ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	8541	8656	8499	8494	8599	8542	8612
2	8541	8657	8499	8494	8599	8542	8612
3	8541	8657	8499	8494	8599	8543	8613
4	8542	8657	8499	8495	8600	8542	8613
5	8541	8657	8499	8494	8599	8544	8613
6	8542	8657	8499	8495	8600	8542	8613
7	8541	8657	8499	8494	8599	8544	8613
8	8541	8657	8499	8494	8599	8542	8612
9	8541	8657	8499	8494	8599	8543	8613
10	8541	8657	8499	8494	8599	8542	8612
11	8541	8657	8499	8494	8599	8542	8612
12	8542	8657	8500	8494	8600	8542	8614
13	8542	8657	8499	8495	8600	8542	8613
14	8541	8657	8499	8494	8599	8542	8612
15	8541	8657	8499	8494	8599	8542	8612
16	8541	8657	8499	8494	8599	8542	8612
17	8541	8657	8499	8494	8599	8544	8613
18	8541	8657	8499	8494	8599	8542	8612
19	8543	8657	8499	8494	8599	8543	8613
20	8542	8657	8500	8494	8600	8542	8614
