ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	21266	21472	21148	21131	21356	21275	21266
2	21267	21473	21149	21131	21357	21276	21267
3	21266	21472	21148	21131	21356	21275	21266
4	21266	21472	21148	21131	21356	21275	21266
5	21266	21474	21148	21132	21358	21277	21266
6	21267	21475	21150	21131	21357	21275	21267
7	21268	21472	21148	21132	21359	21277	21266
8	21266	21476	21148	21131	21356	21275	21266
9	21267	21473	21150	21131	21357	21275	21267
10	21267	21473	21150	21131	21357	21275	21267
11	21268	21472	21148	21132	21358	21277	21266
12	21266	21472	21148	21131	21356	21278	21266
13	21268	21472	21148	21132	21358	21277	21266
14	21266	21472	21148	21131	21356	21275	21266
15	21267	21475	21150	21131	21357	21275	21267
16	21267	21473	21150	21131	21357	21275	21267
17	21268	21472	21148	21132	21358	21277	21266
18	21266	21472	21148	21131	21356	21278	21266
19	21266	21472	21148	21131	21356	21275	21266
20	21268	21472	21148	21132	21358	21277	21266
