ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	25604	25856	25535	25422	25654	25642	25550
2	25605	25856	25536	25423	25654	25642	25551
3	25605	25856	25537	25422	25655	25643	25552
4	25604	25856	25538	25424	25654	25642	25553
5	25605	25856	25536	25423	25654	25642	25552
6	25604	25857	25538	25422	25654	25642	25553
7	25605	25856	25536	25423	25654	25642	25552
8	25604	25856	25538	25422	25654	25642	25553
9	25605	25856	25536	25422	25654	25642	25552
10	25605	25856	25537	25422	25655	25644	25552
11	25605	25856	25537	25422	25655	25644	25552
12	25605	25856	25536	25423	25654	25642	25554
13	25605	25856	25537	25422	25655	25644	25552
14	25604	25856	25535	25422	25654	25642	25550
15	25604	25856	25535	25422	25654	25645	25550
16	25605	25856	25537	25422	25655	25644	25552
17	25605	25856	25536	25422	25654	25642	25552
18	25604	25856	25535	25422	25654	25642	25550
19	25605	25856	25537	25422	25654	25644	25552
20	25605	25856	25537	25422	25654	25644	25552
