ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	998	1021	945	1011	1006	970	1005
2	999	1021	946	1011	1006	971	1005
3	1000	1022	946	1011	1006	971	1006
4	1001	1022	946	1011	1007	971	1007
5	1001	1023	946	1011	1007	971	1007
6	999	1021	946	1011	1006	971	1005
7	998	1024	947	1011	1007	972	1007
8	1001	1023	946	1011	1007	971	1007
9	1001	1023	946	1011	1006	971	1007
10	1001	1022	946	1011	1007	971	1007
11	998	1025	947	1011	1007	971	1007
12	1000	1022	946	1011	1006	971	1005
13	1001	1026	946	1011	1007	971	1007
14	999	1021	946	1011	1006	971	1005
15	1001	1023	946	1011	1006	971	1007
16	1001	1023	946	1011	1006	971	1007
17	1001	1026	946	1011	1007	971	1007
18	998	1027	947	1011	1007	971	1007
19	1000	1028	946	1011	1006	971	1007
20	1001	1026	946	1011	1007	971	1007
