ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	1040	1072	989	1056	1055	1019	1042
2	1041	1073	990	1056	1056	1020	1043
3	1040	1072	989	1056	1055	1021	1042
4	1040	1072	989	1056	1057	1022	1042
5	1040	1072	989	1056	1057	1019	1042
6	1040	1072	989	1056	1057	1019	1042
7	1040	1072	989	1056	1055	1019	1042
8	1040	1072	989	1056	1057	1022	1042
9	1041	1073	990	1056	1056	1020	1043
10	1040	1072	989	1056	1057	1019	1042
11	1040	1072	989	1056	1057	1019	1042
12	1040	1072	989	1056	1057	1019	1042
13	1040	1072	989	1056	1057	1022	1042
14	1041	1074	989	1056	1056	1020	1042
15	1041	1073	990	1056	1056	1020	1043
16	1041	1073	990	1056	1056	1020	1043
17	1040	1072	989	1056	1057	1019	1042
18	1041	1073	990	1056	1056	1020	1043
19	1041	1073	990	1056	1056	1020	1042
20	1040	1072	989	1056	1057	1019	1042
