ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	12139	12267	12057	12100	12199	12113	12163
2	12139	12268	12058	12100	12200	12113	12163
3	12139	12268	12057	12100	12199	12113	12163
4	12139	12268	12057	12100	12199	12113	12163
5	12139	12267	12057	12100	12199	12114	12163
6	12139	12269	12059	12100	12201	12113	12163
7	12139	12268	12057	12100	12199	12115	12163
8	12139	12268	12057	12100	12199	12113	12163
9	12139	12267	12060	12100	12199	12113	12163
10	12139	12269	12059	12100	12201	12113	12163
11	12139	12268	12057	12100	12199	12113	12163
12	12139	12269	12057	12100	12201	12113	12163
13	12139	12267	12057	12100	12199	12113	12163
14	12139	12269	12059	12100	12201	12113	12163
15	12139	12267	12057	12100	12199	12113	12163
16	12139	12268	12057	12100	12199	12113	12163
17	12140	12270	12057	12101	12200	12113	12163
18	12139	12268	12057	12100	12199	12113	12163
19	12139	12267	12057	12100	12199	12114	12163
20	12139	12268	12057	12100	12199	12115	12163
