ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	8040	8146	8031	8039	8133	8061	8129
2	8040	8147	8031	8040	8134	8061	8130
3	8040	8146	8031	8039	8135	8061	8129
4	8040	8148	8032	8040	8134	8061	8129
5	8040	8149	8031	8039	8133	8061	8129
6	8040	8146	8031	8039	8133	8061	8129
7	8040	8148	8032	8040	8134	8061	8129
8	8040	8150	8031	8041	8136	8061	8130
9	8040	8147	8031	8040	8134	8061	8130
10	8040	8147	8031	8040	8134	8061	8130
11	8040	8146	8031	8039	8135	8061	8129
12	8040	8146	8031	8039	8133	8061	8129
13	8040	8148	8031	8039	8137	8061	8129
14	8040	8151	8032	8040	8134	8061	8129
15	8041	8152	8033	8040	8138	8062	8131
16	8040	8150	8031	8041	8134	8063	8130
17	8040	8151	8032	8040	8134	8061	8129
18	8040	8147	8031	8040	8134	8061	8130
19	8040	8148	8032	8040	8134	8061	8129
20	8040	8148	8031	8039	8137	8061	8129
