ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	14011	14160	13932	13942	14046	13969	14052
2	14012	14161	13932	13943	14047	13970	14052
3	14011	14162	13932	13942	14046	13969	14052
4	14012	14161	13933	13942	14046	13971	14053
5	14011	14160	13932	13942	14046	13969	14052
6	14011	14160	13932	13942	14046	13972	14052
7	14011	14160	13934	13942	14046	13972	14052
8	14011	14160	13932	13942	14046	13972	14052
9	14013	14161	13932	13943	14047	13970	14052
10	14011	14160	13934	13942	14046	13972	14052
11	14012	14161	13935	13943	14048	13970	14052
12	14012	14160	13932	13942	14046	13972	14052
13	14011	14160	13932	13944	14046	13969	14052
14	14011	14160	13936	13944	14046	13969	14052
15	14011	14160	13932	13942	14046	13969	14052
16	14011	14160	13932	13942	14046	13972	14052
17	14011	14163	13932	13942	14046	13969	14052
18	14011	14160	13932	13944	14046	13969	14052
19	14013	14161	13932	13943	14047	13970	14052
20	14011	14160	13932	13942	14046	13972	14052
