ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	12508	12641	12423	12486	12559	12491	12542
2	12509	12642	12423	12487	12560	12492	12542
3	12508	12643	12423	12487	12560	12491	12542
4	12509	12644	12424	12488	12561	12492	12542
5	12510	12644	12424	12488	12562	12492	12542
6	12510	12644	12424	12488	12562	12492	12542
7	12509	12645	12423	12487	12560	12491	12543
8	12509	12645	12423	12487	12560	12491	12543
9	12509	12645	12423	12487	12560	12491	12543
10	12509	12644	12424	12488	12562	12492	12542
11	12509	12644	12424	12488	12562	12492	12542
12	12509	12645	12423	12487	12560	12491	12544
13	12508	12641	12423	12486	12560	12491	12542
14	12509	12645	12424	12487	12563	12491	12543
15	12509	12644	12424	12488	12562	12492	12542
16	12509	12642	12423	12487	12560	12492	12542
17	12509	12645	12424	12487	12560	12491	12543
18	12509	12644	12424	12488	12562	12492	12542
19	12508	12646	12423	12487	12560	12491	12542
20	12509	12642	12423	12487	12560	12492	12542
