ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	25720	25939	25621	25521	25740	25751	25660
2	25720	25939	25621	25522	25741	25751	25660
3	25721	25940	25622	25521	25741	25752	25661
4	25720	25939	25621	25522	25741	25751	25660
5	25720	25939	25621	25521	25741	25751	25660
6	25721	25940	25622	25521	25741	25752	25661
7	25720	25939	25621	25521	25740	25751	25660
8	25720	25939	25621	25521	25741	25751	25660
9	25722	25940	25622	25521	25741	25752	25661
10	25720	25939	25621	25522	25741	25751	25660
11	25720	25939	25621	25522	25741	25751	25660
12	25720	25939	25621	25521	25740	25751	25660
13	25722	25940	25622	25521	25741	25752	25661
14	25721	25940	25622	25521	25741	25752	25661
15	25720	25939	25621	25522	25741	25751	25660
16	25720	25939	25621	25522	25741	25751	25660
17	25721	25940	25622	25521	25741	25752	25661
18	25722	25940	25622	25521	25741	25752	25661
19	25720	25939	25621	25522	25741	25751	25660
20	25720	25939	25621	25521	25741	25751	25660
