ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	26228	26422	26114	26000	26204	26241	26143
2	26229	26422	26115	26001	26205	26241	26144
3	26228	26423	26115	26002	26206	26241	26144
4	26228	26422	26114	26000	26204	26241	26143
5	26228	26423	26115	26002	26206	26241	26144
6	26228	26422	26114	26000	26204	26241	26143
7	26228	26424	26116	26001	26204	26241	26143
8	26229	26422	26115	26001	26205	26241	26144
9	26228	26422	26114	26000	26204	26241	26143
10	26228	26422	26115	26001	26205	26242	26144
11	26228	26425	26114	26000	26204	26241	26143
12	26229	26422	26115	26001	26205	26241	26144
13	26229	26423	26115	26002	26206	26241	26144
14	26229	26422	26115	26001	26205	26241	26144
15	26228	26425	26117	26000	26204	26241	26143
16	26228	26423	26115	26002	26206	26241	26145
17	26228	26422	26114	26000	26204	26241	26143
18	26228	26422	26114	26000	26204	26241	26143
19	26228	26425	26114	26000	26204	26241	26143
20	26228	26423	26115	26002	26206	26241	26144
