ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	328	325	288	351	348	305	334
2	329	326	289	352	349	305	334
3	328	326	290	352	349	305	334
4	328	326	288	351	349	305	334
5	328	326	288	351	349	305	334
6	328	326	290	352	349	305	334
7	328	326	290	352	349	305	334
8	329	326	289	352	349	305	334
9	330	326	290	353	349	306	335
10	328	326	290	352	349	305	334
11	328	327	288	351	349	305	334
12	328	326	288	351	349	305	334
13	328	326	290	352	349	305	334
14	328	326	288	353	349	305	336
15	328	326	288	351	349	305	334
16	329	326	289	352	349	307	334
17	328	326	290	353	350	306	335
18	330	326	291	353	349	306	335
19	329	326	289	352	349	305	334
20	328	328	292	353	349	305	334
