ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	19833	20035	19650	19679	19901	19785	19751
2	19833	20036	19650	19679	19902	19786	19751
3	19833	20035	19650	19679	19901	19786	19752
4	19833	20037	19650	19679	19901	19785	19751
5	19833	20036	19650	19679	19902	19786	19751
6	19833	20035	19650	19679	19901	19785	19751
7	19833	20036	19650	19679	19902	19786	19751
8	19833	20036	19650	19679	19902	19786	19751
9	19833	20036	19650	19679	19902	19786	19751
10	19833	20035	19650	19679	19901	19785	19751
11	19833	20035	19650	19679	19901	19785	19751
12	19833	20035	19650	19679	19901	19785	19751
13	19833	20036	19650	19679	19902	19786	19751
14	19833	20035	19650	19679	19901	19786	19752
15	19833	20035	19650	19679	19901	19785	19751
16	19833	20035	19650	19679	19901	19785	19751
17	19833	20035	19650	19679	19901	19786	19752
18	19833	20036	19650	19679	19902	19786	19751
19	19833	20036	19650	19679	19902	19786	19751
20	19833	20035	19650	19679	19901	19785	19751
