ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	14338	14482	14268	14264	14378	14310	14371
2	14339	14482	14269	14265	14378	14310	14372
3	14340	14483	14270	14266	14378	14311	14372
4	14340	14483	14270	14267	14378	14310	14372
5	14339	14482	14270	14268	14378	14310	14373
6	14340	14483	14270	14266	14378	14310	14372
7	14340	14483	14270	14266	14378	14311	14372
8	14340	14483	14270	14266	14378	14310	14372
9	14339	14482	14268	14266	14379	14312	14374
10	14340	14483	14270	14266	14378	14310	14372
11	14338	14483	14271	14269	14378	14310	14372
12	14340	14483	14270	14266	14378	14311	14372
13	14339	14482	14268	14266	14379	14312	14374
14	14338	14482	14268	14264	14378	14310	14371
15	14339	14482	14269	14265	14378	14310	14372
16	14338	14482	14268	14264	14378	14310	14371
17	14338	14482	14268	14264	14378	14310	14371
18	14339	14482	14270	14268	14378	14310	14373
19	14340	14483	14270	14266	14378	14311	14372
20	14338	14483	14271	14269	14378	14310	14372
