ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	18990	19165	18773	18802	18960	18914	18896
2	18990	19166	18774	18803	18961	18915	18897
3	18990	19167	18774	18804	18962	18916	18897
4	18990	19167	18774	18805	18963	18914	18898
5	18990	19166	18774	18803	18961	18915	18899
6	18990	19168	18774	18802	18960	18914	18898
7	18990	19166	18774	18803	18961	18915	18897
8	18990	19167	18774	18805	18963	18914	18898
9	18991	19167	18774	18805	18963	18914	18898
10	18990	19167	18774	18805	18963	18917	18898
11	18990	19167	18774	18805	18963	18914	18898
12	18991	19167	18774	18805	18963	18914	18898
13	18990	19165	18773	18802	18960	18914	18898
14	18990	19167	18774	18805	18963	18914	18898
15	18990	19165	18773	18802	18964	18914	18898
16	18990	19166	18774	18803	18961	18915	18897
17	18990	19166	18774	18803	18961	18915	18897
18	18990	19167	18774	18805	18963	18914	18898
19	18990	19169	18774	18805	18963	18914	18898
20	18991	19167	18774	18806	18963	18914	18898
