ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	14665	14807	14585	14589	14710	14648	14689
2	14665	14807	14586	14589	14710	14648	14689
3	14666	14808	14587	14589	14710	14649	14689
4	14667	14809	14588	14590	14711	14650	14690
5	14666	14810	14587	14589	14710	14649	14689
6	14666	14808	14587	14589	14710	14649	14689
7	14668	14810	14589	14589	14712	14649	14691
8	14666	14810	14586	14589	14710	14648	14689
9	14667	14809	14588	14590	14711	14650	14690
10	14666	14810	14586	14589	14710	14648	14689
11	14666	14808	14587	14589	14710	14649	14689
12	14666	14808	14587	14589	14710	14649	14689
13	14665	14807	14586	14589	14710	14648	14689
14	14668	14810	14589	14589	14712	14649	14691
15	14666	14810	14586	14589	14710	14648	14689
16	14665	14807	14586	14589	14710	14648	14689
17	14666	14810	14587	14589	14710	14649	14689
18	14667	14809	14586	14591	14713	14650	14692
19	14665	14807	14586	14589	14710	14648	14689
20	14666	14810	14586	14589	14710	14648	14689
