ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	6257	6344	6247	6257	6379	6226	6301
2	6257	6344	6247	6257	6379	6226	6301
3	6258	6345	6247	6257	6380	6227	6302
4	6257	6344	6247	6258	6379	6226	6301
5	6259	6345	6247	6257	6381	6227	6302
6	6257	6344	6247	6257	6379	6226	6301
7	6257	6344	6247	6257	6379	6226	6301
8	6257	6345	6248	6258	6380	6227	6302
9	6257	6344	6247	6257	6379	6226	6301
10	6257	6344	6247	6257	6379	6226	6301
11	6257	6345	6248	6258	6380	6227	6302
12	6257	6344	6247	6257	6379	6226	6301
13	6257	6345	6248	6258	6380	6227	6302
14	6258	6345	6247	6257	6380	6227	6302
15	6259	6345	6247	6257	6381	6227	6302
16	6257	6345	6248	6258	6380	6227	6302
17	6257	6344	6247	6258	6379	6226	6301
18	6257	6344	6247	6257	6379	6226	6301
19	6258	6345	6247	6257	6380	6227	6302
20	6258	6345	6247	6257	6380	6227	6302
