ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	11789	11905	11710	11742	11810	11732	11830
2	11789	11905	11710	11743	11811	11732	11830
3	11789	11905	11710	11742	11810	11732	11830
4	11789	11905	11710	11743	11811	11732	11830
5	11789	11905	11710	11742	11812	11732	11830
6	11789	11905	11710	11742	11811	11732	11830
7	11790	11906	11710	11744	11811	11732	11830
8	11789	11906	11710	11744	11811	11732	11830
9	11791	11905	11710	11742	11813	11732	11830
10	11789	11905	11710	11742	11811	11732	11830
11	11789	11906	11710	11745	11814	11732	11830
12	11792	11907	11711	11742	11813	11733	11831
13	11789	11906	11710	11745	11814	11732	11830
14	11789	11905	11710	11742	11811	11732	11830
15	11789	11906	11710	11744	11811	11732	11830
16	11789	11905	11710	11742	11811	11732	11830
17	11791	11905	11710	11742	11813	11732	11830
18	11789	11906	11710	11744	11811	11732	11830
19	11789	11905	11710	11742	11810	11732	11830
20	11789	11906	11710	11745	11814	11732	11830
