ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	24140	24399	24035	23959	24181	24178	24125
2	24141	24400	24035	23960	24181	24178	24125
3	24141	24399	24035	23960	24181	24178	24125
4	24141	24399	24036	23961	24181	24178	24125
5	24141	24400	24035	23960	24181	24178	24125
6	24140	24401	24037	23962	24181	24179	24126
7	24141	24399	24038	23963	24181	24178	24127
8	24140	24401	24037	23961	24181	24179	24126
9	24141	24399	24036	23961	24181	24178	24125
10	24141	24400	24035	23960	24181	24178	24125
11	24140	24401	24037	23961	24181	24179	24126
12	24141	24399	24036	23961	24181	24178	24125
13	24141	24400	24035	23960	24181	24178	24125
14	24141	24400	24035	23960	24181	24178	24125
15	24141	24399	24035	23964	24182	24180	24125
16	24141	24399	24035	23960	24181	24178	24125
17	24141	24399	24035	23960	24181	24178	24125
18	24141	24399	24035	23960	24181	24178	24125
19	24141	24400	24035	23960	24181	24178	24125
20	24141	24399	24039	23963	24181	24178	24127
