ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	27913	28044	27722	27628	27824	27835	27729
2	27914	28044	27722	27629	27824	27836	27729
3	27914	28044	27722	27630	27824	27835	27729
4	27915	28045	27723	27628	27825	27837	27729
5	27916	28044	27722	27629	27824	27835	27729
6	27913	28044	27722	27629	27824	27835	27729
7	27914	28044	27722	27630	27824	27835	27729
8	27915	28045	27724	27628	27825	27837	27729
9	27913	28044	27722	27629	27824	27835	27729
10	27913	28044	27722	27629	27824	27835	27729
11	27914	28044	27722	27630	27824	27835	27729
12	27914	28044	27722	27629	27824	27836	27729
13	27917	28045	27725	27628	27825	27835	27729
14	27913	28044	27722	27629	27824	27835	27729
15	27913	28044	27722	27629	27824	27835	27729
16	27914	28044	27722	27629	27824	27836	27729
17	27915	28045	27725	27631	27826	27835	27729
18	27915	28045	27723	27628	27825	27837	27729
19	27916	28044	27722	27629	27824	27835	27729
20	27915	28045	27724	27628	27825	27837	27729
